ID,Marital_Status,Sex,DV,age,Years_Education,hours_worked,Occupation,income,capital_wealth
5366,Married,Female,0,42,12,29,Administrative,5219.49,5299.41
5367,Married,Female,1,57,11,34,Retired,38629.24,97449.26
5368,Married,Female,1,57,12,37,Professional,74707.19,94685.58
5369,Married,Female,0,41,17,33,Professional,17330.25,3144.2
5370,Married,Female,0,47,14,27,Trade,47498.98,14563.05
5371,Married,Female,0,36,13,32,Professional,26351.61,15930.41
5372,Married,Male,0,,14,20,Retired,9994.71,3142.73
5373,Married,Female,1,48,8,36,Trade,52332.09,21617.21
5374,Married,Female,0,40,16,23,Unemployed,3619.34,74.93
5375,Married,Female,0,50,16,27,Unemployed,3679.64,520.53
5376,Married,Female,0,58,11,28,Professional,59673.32,94685.72
5377,Married,Female,0,46,15,36,Other,47135.67,7897.17
5378,Married,Female,0,48,12,31,Retired,10164.7,21620.27
5379,Married,Female,0,45,13,35,Retired,30224.23,4307.38
5380,Married,Female,0,51,10,29,Other,46206.82,49334.81
5381,Married,Male,0,44,13,35,Retired,22011.84,1.67
5382,Married,Male,1,58,13,33,Trade,46768.16,97446.37
5383,Married,Male,1,58,17,26,Unemployed,3668.03,946.86
5384,Married,Male,0,44,14,34,Trade,15586.55,4.35
5385,Married,Male,1,54,10,51,Professional,58343.3,100006.71
5386,Married,Male,1,51,14,64,Other,38054.34,100000.13
5387,Married,Female,0,50,15,35,Unemployed,3770.9,520.53
5388,Married,Female,0,43,15,32,Administrative,17373.1,7491.05
5389,Married,Female,1,54,14,28,Professional,63710.29,77216.76
5390,Married,Female,1,70,11,12,Trade,47985.75,100003.06
5391,Married,Female,1,51,12,30,Unemployed,3852.33,321.72
5392,Married,Female,0,44,12,34,Professional,26866.97,11002.57
5393,Married,Female,0,50,15,27,Trade,52282.35,52053.39
5394,Married,Male,0,37,16,29,Unemployed,3893.34,
5395,Married,Female,0,43,16,30,Administrative,15959.8,7086.58
5396,,Female,1,42,9,32,Professional,-16950.19,15932.63
5397,Married,Female,0,44,10,27,Trade,36094.15,4310.78
5398,Married,Female,0,44,11,35,Professional,-232.79,7087.36
5399,Married,Male,0,45,18,31,Other,52530.33,6471.71
5400,Married,Female,0,43,17,35,Trade,19326.35,7084.07
5401,Married,Male,0,39,16,27,Other,44755.27,2.95
5402,Married,Female,0,56,8,30,Other,46610.15,90306.98
5403,Married,Female,0,47,17,32,Other,35604.96,15931.83
5404,Married,Female,0,50,13,20,Unemployed,3732.15,520.5
5405,Married,Female,0,48,15,27,Trade,49168.06,21615.94
5406,Married,Female,1,56,19,25,Professional,63740.04,77014.79
5407,,Female,1,54,14,37,Other,32198,49591.14
5408,Married,Male,0,43,13,31,Administrative,23732.25,6469.5
5409,Married,Female,1,56,14,29,Administrative,29835.77,92243.85
5410,Married,Female,0,49,10,30,Unemployed,3580.89,520.51
5411,Married,Female,1,53,19,34,Other,37476.63,75395.28
5412,Married,Female,1,54,10,28,Other,40444.5,77218.89
5413,Married,Female,1,57,16,29,Administrative,34062.61,97447.26
5414,Married,Female,0,39,19,31,Administrative,48865.7,9548.26
5415,Married,Female,0,49,13,28,Other,37576.48,19704.94
5416,Married,Female,1,56,11,22,Trade,48363.45,92241.73
5417,Married,Female,1,57,15,29,Trade,44870.19,97444.83
5418,Married,Female,0,46,12,30,Trade,52297.49,7896.99
5419,Married,Male,0,45,13,32,Administrative,31530.44,37096.94
5420,Married,Female,0,36,14,36,Other,36130.93,10591.32
5421,Married,Female,0,51,12,27,Administrative,33834.2,49333.91
5422,Married,Female,0,49,9,32,Unemployed,3493.09,197.07
5423,Married,Female,1,56,10,36,Professional,65721.6,90306.68
5424,Married,Female,0,49,18,29,Professional,65382.25,32001.62
5425,Married,Female,1,46,15,32,Trade,47157.85,7491.09
5426,Married,Male,0,38,13,26,Other,50465.26,4.85
5427,Married,Female,1,54,12,39,Other,34132.77,68701.8
5428,Married,Female,0,44,9,29,Administrative,35661.39,4309.63
5429,Married,Female,0,42,10,27,Trade,16687.99,2741.96
5430,Married,Female,0,43,17,26,Administrative,18626.16,7083.56
5431,Married,Female,0,50,12,32,Other,37626.88,19703.06
5432,Married,Female,1,55,16,34,Administrative,35517.99,90308.27
5433,Married,Male,1,58,10,30,Administrative,29715.62,97448.54
5434,Married,Female,1,53,12,27,Trade,47751.69,68702.33
5435,Married,Female,1,38,14,34,Other,-6358.78,10591.19
5436,Married,Male,0,48,8,29,Trade,41990.84,21613.33
5437,Married,Female,1,52,18,32,Other,40550.16,64584.09
5438,Married,Male,1,49,11,44,Other,28681.8,52055.56
5439,Married,Female,0,35,10,27,Administrative,29648.7,391.2
5440,,Female,0,55,13,28,Professional,50093.88,90310.53
5441,Married,Female,1,74,13,8,Unemployed,3769.42,1000.04
5442,Married,Female,0,46,18,31,Administrative,27607.57,11002.88
5443,Married,Female,0,32,17,34,Unemployed,3712.44,0.04
5444,Married,Female,0,52,15,29,Retired,49613.77,64586.08
5445,Married,Male,0,54,9,26,Professional,61189.46,75392.94
5446,Married,Male,0,45,15,33,Trade,40774.8,3143.95
5447,Married,Male,0,39,13,33,Unemployed,3763.65,31.43
5448,Married,Female,1,56,15,29,Retired,19313.01,92240.47
5449,Married,Male,0,42,9,35,Unemployed,3716.11,0.05
5450,Married,Female,0,54,14,33,Professional,67835.56,75394.36
5451,Married,Female,1,53,18,30,Retired,33687.62,68706.1
5452,Married,Female,1,53,9,36,Trade,48627.24,75392.85
5453,Married,Female,1,43,19,34,Retired,52105.25,7897.23
5454,Married,Female,0,40,17,30,Professional,45662.76,9545.96
5455,Married,Male,1,54,11,46,Trade,47326.15,100002.83
5456,Married,Female,1,56,10,28,Professional,62091.94,90313.78
5457,Married,Male,0,48,11,25,Unemployed,3718.77,216.15
5458,Married,Female,1,55,16,36,Unemployed,3668.03,903.09
5459,Married,Female,0,46,9,31,Other,33659.39,4309.52
5460,Married,Male,0,41,14,40,Other,36000.43,37094.09
5461,Married,Male,1,52,11,,Unemployed,3810.43,1000.02
5462,Married,Male,0,42,14,29,Unemployed,3789.92,0.06
5463,Married,Female,0,51,15,29,Professional,82152.13,49336.64
5464,Married,Female,0,41,9,29,Other,43602.32,9548.98
5465,Married,Female,0,43,16,26,Retired,38460.47,12109.91
5466,Married,Female,1,56,16,25,Administrative,25509.31,77019.49
5467,Married,Male,0,40,17,30,Unemployed,3838.14,0.04
5468,Married,Female,0,48,15,26,Professional,63530.85,21614.87
5469,Married,Female,0,43,9,24,Retired,24041.45,11000.58
5470,Married,Female,1,39,10,28,Professional,31219.63,9548.94
5471,Married,Male,1,53,18,52,Administrative,28636.38,100005.48
5472,Married,Female,1,54,16,27,Trade,48420.55,68706.81
5473,Married,Female,1,52,16,25,Trade,51004.04,64589.51
5474,Married,Female,0,40,15,30,Unemployed,3715.39,52.99
5475,Married,Female,1,50,12,29,Professional,59913.42,32004.1
5476,Married,Female,0,48,10,27,Unemployed,3751.07,216.15
5477,Married,Female,1,57,8,33,Administrative,21612.19,97445.28
5478,Married,Female,0,45,15,29,Professional,75523.92,7896.69
5479,Married,Female,0,32,14,28,Professional,25412.65,2.75
5480,Married,Female,1,52,17,31,Retired,20496.45,64583.3
5481,Married,Female,1,71,13,12,Trade,42182.69,100003.84
5482,Married,Female,0,34,11,21,Professional,38965.51,6.56
5483,Married,Male,0,38,12,37,Administrative,33121.35,37092.91
5484,Married,Female,0,48,17,36,Other,26684.3,21614.72
5485,Married,Male,1,53,11,55,Administrative,34619.36,100004.23
5486,Married,Female,0,53,14,32,Other,45881.03,75396.04
5487,Married,Male,0,45,14,23,Professional,53682.82,37092.01
5488,Married,Female,0,46,11,27,Administrative,28687.39,4309.4
5489,Married,Female,0,49,15,33,Professional,48914.1,52050.31
5490,Married,Female,0,45,11,28,Unemployed,3938.41,70.89
5491,Married,Female,0,39,12,30,Administrative,23346.38,5303.26
5492,Married,Male,0,50,10,34,Trade,51761.08,32006.86
5493,Married,Female,0,,13,22,Other,46113.85,3144.89
5494,Married,Male,0,46,8,28,Other,26279.74,1.15
5495,Married,Female,1,53,10,23,Other,35561.45,68703.79
5496,Married,Female,1,51,15,31,Professional,51247.51,49335.82
5497,Married,Female,0,40,10,33,Trade,29362.65,3144.75
5498,Married,Female,1,54,17,30,Trade,49617.65,68704.16
5499,Married,Female,0,40,12,25,Other,19965.16,5302.77
5500,Married,Female,0,35,15,29,Trade,25390.81,390
5501,Married,Female,0,46,12,32,Other,40465.09,15934.27
5502,Married,Female,0,44,11,36,Administrative,18512.15,7083.61
5503,Married,Female,1,43,15,25,Retired,12299.73,7087.39
5504,Married,Female,0,43,20,,Professional,27625.13,11000.68
5505,Married,Female,0,40,15,33,Unemployed,3581.2,31.45
5506,Married,Male,1,56,12,31,Retired,36983.36,92244.56
5507,Married,Female,1,43,9,28,Trade,18431.75,7085.26
5508,Married,Male,1,58,10,26,Retired,25685.89,94686.21
5509,Married,Female,1,48,11,34,Administrative,32904.9,21612.64
5510,Married,Female,1,54,14,23,Administrative,34342.73,68702.95
5511,Married,Male,0,45,14,36,Unemployed,3868.25,64.69
5512,Married,Female,0,48,16,27,Trade,48761.93,21618.51
5513,Married,Male,1,55,9,35,Retired,28428.14,92245.94
5514,Married,Female,0,41,15,27,Other,11981.56,5300.75
5515,Married,Male,0,38,10,32,Trade,42725.51,37089.93
5516,Married,Male,1,53,17,41,Administrative,34360.45,100003.32
5517,Married,Male,0,50,13,32,Professional,53901.09,32002.75
5518,Married,Female,0,46,14,26,Professional,56748.87,7900.11
5519,Married,Female,0,40,11,27,Other,8549.2,5300.63
5520,Married,Female,0,41,14,27,Trade,23494.82,2742.33
5521,Married,Female,0,46,15,26,Other,37977.45,12106.61
5522,Married,Female,1,54,16,32,Administrative,32989.14,75393.7
5523,Married,Female,1,56,13,32,Other,26491.92,77019.57
5524,Married,Male,0,48,18,34,Trade,45942.94,21615.98
5525,Married,Male,1,58,20,34,Retired,40625,97443.05
5526,Married,Male,0,39,13,31,Other,34593.27,6473.57
5527,Married,Male,0,46,9,36,Trade,48240.58,6467.23
5528,Married,Female,1,57,17,27,Administrative,36994.85,100006.25
5529,Married,Female,1,56,13,29,Unemployed,3673.33,922.42
5530,Married,Male,0,42,14,38,Trade,10062.53,0.62
5531,Married,Female,1,57,9,32,Retired,38259.76,100005.67
5532,Married,Male,0,45,11,35,Professional,66823.54,6.8
5533,,Female,0,44,15,27,Administrative,9453.11,7085.74
5534,Married,Female,1,52,13,32,Administrative,28694.25,64586.47
5535,Married,Female,0,42,14,21,Other,6535.76,3142.74
5536,Married,Male,1,58,19,33,Professional,60914.17,97445.79
5537,Married,Female,0,,15,25,Unemployed,3628.73,216.17
5538,Married,Male,0,47,12,25,Trade,53703.49,6472.73
5539,Married,Female,1,53,9,32,Other,38632.5,75392.73
5540,Married,Male,1,51,8,29,Administrative,28739.96,49338.09
5541,Married,Female,0,41,11,30,Administrative,39448.34,9547.26
5542,Married,Female,0,43,9,33,Unemployed,3771.17,31.41
5543,Married,Female,0,49,10,22,Professional,64319.52,32004.11
5544,Married,Male,0,,12,29,Administrative,38529.31,1.66
5545,Married,Female,1,51,13,30,Trade,50610.34,32172.71
5546,Married,Female,0,44,16,27,Trade,35521.06,4306.13
5547,Married,Male,1,56,16,33,Retired,34902.66,77020.15
5548,Married,Female,0,41,19,33,Trade,14532.34,3143.21
5549,Married,Female,0,47,13,26,Other,39083.9,14566.15
5550,Married,Female,1,56,14,28,Retired,38154.74,90310.16
5551,Married,Female,0,39,13,31,Other,12563.37,5300.24
5552,Married,Male,1,58,13,33,Trade,44042.67,97449.74
5553,Married,Female,0,51,13,28,Trade,46036.43,51429.52
5554,Married,Female,0,43,16,28,Professional,29737.43,4308.99
5555,Married,Male,0,51,11,32,Unemployed,3670.22,493.38
5556,Married,Female,0,36,13,31,Other,2226.61,10592.04
5557,Married,Male,0,45,15,31,Trade,45950.63,6473.44
5558,Married,Female,0,38,14,30,Other,33738.69,10595.51
5559,Married,Female,1,60,11,30,Administrative,35979.06,100002.2
5560,Married,Female,0,38,12,26,Administrative,25782.9,10591.5
5561,Married,Female,0,50,15,32,Unemployed,3819.68,197.06
5562,Married,Female,1,52,10,32,Other,48816.97,64588.9
5563,Married,Female,0,37,16,,Professional,21253.57,10592.94
5564,Married,Female,1,51,9,30,Trade,45068.42,32168.11
5565,Married,Female,0,47,10,26,Professional,57533.71,14571.73
5566,Married,Male,0,,11,30,Administrative,935.61,3.66
5567,Married,Female,0,44,13,31,Trade,20206.6,7084.31
5568,Married,Female,1,56,17,27,Administrative,30180.07,92241.79
5569,Married,Female,0,47,13,33,Professional,53588.17,3145.89
5570,Married,Female,1,38,14,28,Administrative,27666.46,10594.36
5571,Married,Male,1,75,16,8,Professional,58241.22,100001.15
5572,Married,Female,1,58,12,30,Trade,43528.39,97448.25
5573,Married,Female,1,52,19,35,Trade,49124.99,64587.38
5574,Married,Female,1,56,12,27,Administrative,31675.95,92248.04
5575,Married,Female,0,48,19,25,Other,39074.85,21616.03
5576,Married,Female,0,47,18,26,Trade,49162.94,14567.26
5577,Married,Female,1,51,19,26,Administrative,27492.63,49336.99
5578,Married,Female,0,42,16,27,Unemployed,3795.27,53.02
5579,Married,Female,0,38,16,27,Other,20278.48,10589.38
5580,Married,Female,0,41,13,33,Administrative,25265.99,3144.36
5581,Married,Female,1,58,16,29,Unemployed,3768.22,974.46
5582,Married,Female,0,52,10,28,Retired,30418.72,51437.08
5583,Married,Female,0,44,12,33,Unemployed,3828.67,31.48
5584,Married,Female,0,31,16,28,Other,47204.23,1.02
5585,Married,Female,1,55,11,29,Other,51188.71,92246.62
5586,Married,Male,0,45,10,34,Other,40784.59,3.22
5587,Married,Male,1,73,13,10,Professional,73445.79,93466.63
5588,Married,Female,0,52,11,29,Professional,66993.38,64585.1
5589,Married,Male,0,45,10,36,Trade,50037.74,6474.43
5590,Married,Male,1,57,16,26,Retired,24679.19,94686.59
5591,Married,Male,1,54,12,50,Administrative,33431.69,100003.14
5592,Married,Female,1,57,10,33,Professional,56888.61,97446.5
5593,Married,Male,0,40,11,26,Unemployed,3845.16,-0.01
5594,Married,Female,1,52,11,27,Other,34903.22,64588.83
5595,,Female,0,56,15,36,Administrative,32924.95,90310.91
5596,,Female,1,54,12,28,Other,40353.23,77219.66
5597,Married,Female,0,40,14,34,Other,27731.18,9550.37
5598,Married,Male,1,62,11,25,Other,47868.21,100000.69
5599,Married,Male,1,57,11,24,Trade,42146.45,94681.58
5600,Married,Female,1,58,15,31,Trade,47806.5,94683.18
5601,Married,Female,0,42,10,30,Professional,19140.81,5298.12
5602,Married,Female,1,47,14,27,Trade,51706.58,14566.12
5603,Married,Female,0,48,12,30,Trade,47270.29,21620.18
5604,Married,Female,1,57,14,29,Administrative,38337.19,97447.39
5605,Married,Female,0,38,13,34,Professional,41710.8,10592.85
5606,Married,Male,0,42,13,30,Other,32121.91,2.99
5607,Married,Male,1,56,11,32,Administrative,36411.24,77019.07
5608,Married,Female,1,52,15,29,Professional,68309.15,64587.03
5609,Married,Male,1,57,11,38,Professional,57381.91,94683.8
5610,Married,Female,1,55,12,26,Trade,50380,92240.48
5611,Married,Female,0,,14,37,Retired,38130.99,15929.22
5612,Married,Female,0,39,16,26,Professional,34680.07,9550.48
5613,Married,Female,1,62,14,33,Other,44695.89,100005.74
5614,Married,Female,0,43,13,29,Other,36963.33,12106.39
5615,Married,Female,0,46,17,34,Trade,52114.9,7894.47
5616,Married,Female,1,49,16,28,Retired,33186.09,19706.06
5617,Married,Female,0,46,14,35,Unemployed,3756.92,70.92
5618,Married,Female,0,44,14,22,Trade,34053.73,3141.34
5619,Married,Female,0,39,13,26,Trade,31646.33,2743.9
5620,Married,Female,1,56,15,24,Administrative,29601.96,90308.38
5621,Married,Female,1,56,17,35,Professional,63778.01,92246.32
5622,Married,Male,1,,13,63,Retired,50904,100004.46
5623,Married,Female,1,55,16,36,Retired,37509.55,90309.55
5624,Married,Male,1,58,12,29,Trade,49606.53,97446.51
5625,Married,Female,0,49,16,27,Other,45903.75,52053.43
5626,Married,Female,0,47,8,32,Professional,43835.66,15932.29
5627,Married,Female,0,48,16,29,Professional,66325.15,21617.79
5628,Married,Female,1,55,15,28,Other,46582.21,90311.67
5629,Married,Female,1,58,8,34,Unemployed,3901.66,974.47
5630,Married,Female,1,53,15,31,Unemployed,3637.48,753.92
5631,Married,Male,0,51,18,24,Trade,48638.84,32174.17
5632,Married,Male,0,43,15,37,Other,21025.65,37095.14
5633,Married,Male,0,45,18,31,Trade,41221.06,6470.03
5634,Married,Female,0,45,8,29,Professional,59499.05,7898.21
5635,,Male,0,45,9,34,Administrative,26467.9,-1.37
5636,Married,Male,0,43,17,25,Professional,36258.84,6472.94
5637,Married,Male,0,36,10,31,Trade,23250.76,6470.5
5638,Married,Male,0,43,12,31,Trade,20739.87,6472.63
5639,Married,Female,0,39,17,31,Administrative,16979.93,5299.69
5640,Married,Female,0,50,13,29,Trade,43447.19,32000.97
5641,Married,Male,0,46,12,35,Professional,54959.4,3.04
5642,Married,Female,0,44,12,25,Trade,23818.71,11005.08
5643,Married,Female,1,57,13,26,Professional,71390.94,94683.09
5644,Married,Female,1,52,14,30,Administrative,33426.68,32166.98
5645,Married,Male,0,37,13,30,Professional,43378.62,7.5
5646,Married,Female,1,52,14,31,Unemployed,3689.3,645.87
5647,Married,Male,1,58,8,22,Unemployed,3664.51,1000.05
5648,Married,Male,0,44,12,34,Administrative,29456.93,3.93
5649,Married,Female,1,51,20,29,Retired,15002.06,49335.77
5650,Married,Female,0,48,13,32,Trade,49481.83,21615.07
5651,Married,Female,1,50,17,24,Trade,45641.99,32006.42
5652,Married,Female,1,66,9,15,Unemployed,3718.76,1000.04
5653,Married,Male,1,56,16,37,Administrative,23741.61,92242.06
5654,,Male,1,57,16,32,Other,40980.22,100001.02
5655,Married,Female,1,59,11,30,Retired,38622.27,97448.37
5656,Married,Female,1,55,9,30,Other,40949.07,90308.68
5657,Married,Male,1,52,12,67,Professional,71979.76,99999.18
5658,Married,Male,0,38,18,33,Other,35963.33,3143.54
5659,Married,Female,1,57,15,37,Professional,72646.73,94684.6
5660,Married,Female,0,45,17,28,Other,44161.21,12108
5661,Married,Male,0,52,12,30,Administrative,37029.29,32167.52
5662,Married,Female,0,40,12,28,Professional,39513.08,9549.03
5663,Married,Male,0,38,17,31,Administrative,25592.36,6469.66
5664,Married,Male,0,42,16,21,Unemployed,3779.71,31.44
5665,Married,Female,1,45,19,27,Retired,25406.4,11000.39
5666,Married,Female,0,39,12,33,Other,1425.01,3143.36
5667,Married,Female,1,55,14,39,Unemployed,3700.93,922.42
5668,Married,Female,0,44,13,30,Other,11353.67,7083.71
5669,Married,Female,0,43,9,28,Other,20176.43,7087.43
5670,Married,Female,1,58,12,37,Other,51741.51,94685.69
5671,Married,Male,1,49,13,66,Retired,28976.89,52056.29
5672,Married,Female,0,44,10,30,Trade,41725.87,12107.37
5673,Married,Female,0,41,12,34,Administrative,19859.66,5303.09
5674,Married,Male,1,57,14,30,Unemployed,3736.34,974.46
5675,Married,Female,0,41,16,29,Trade,24745.53,2741.52
5676,Married,Female,0,48,13,30,Other,57920.16,21615.15
5677,Married,Male,0,58,16,27,Professional,77839.81,100001.51
5678,Married,Female,0,42,9,28,Professional,24986.84,5301.26
5679,Married,Female,0,43,12,26,Administrative,13840.61,7086.22
5680,Married,Female,1,55,15,34,Other,33264.69,90310.22
5681,Married,Female,0,43,9,29,Trade,20859.69,7086.73
5682,Married,Male,0,43,12,34,Retired,19854.44,-0.94
5683,Married,Female,1,61,18,34,Other,38289.47,100003.6
5684,Married,Female,1,55,12,34,Unemployed,3654.44,903.1
5685,Married,Male,0,48,11,35,Administrative,30003.42,21614.79
5686,Married,Male,0,45,14,32,Professional,63858.15,37092.97
5687,Married,Female,0,44,8,27,Trade,19983.07,7083.56
5688,Married,Female,0,48,8,28,Administrative,38419.82,21617.94
5689,Married,Male,1,56,12,34,Professional,68201.08,90310.45
5690,Married,Male,0,44,13,34,Trade,25996.94,3.8
5691,Married,Male,0,47,9,27,Professional,68128.5,-2.15
5692,Married,Male,0,48,12,23,Unemployed,3863.15,216.15
5693,Married,Male,0,48,15,30,Other,39114.29,21619.11
5694,Married,Female,0,52,18,33,Unemployed,3770.33,645.9
5695,Married,Male,0,34,12,26,Other,18648.6,2.17
5696,Married,Female,0,38,12,34,Trade,15416.15,10590.35
5697,Married,Female,0,41,16,30,Professional,18557.4,5297.58
5698,Married,Female,0,45,13,28,Retired,47940.08,7898.89
5699,Married,Female,1,52,14,31,Administrative,29537.25,64585.83
5700,Married,Male,0,43,13,38,Professional,20469.71,2.14
5701,Married,Female,1,56,17,28,Trade,52281.35,90304.59
5702,Married,Female,0,41,15,34,Retired,24152.68,2738.31
5703,Married,Female,0,41,8,31,Professional,36393.95,9550.75
5704,Married,Female,1,57,14,26,Professional,70631.06,94685.33
5705,Married,Male,1,47,16,50,Unemployed,3842.96,370.91
5706,Married,Male,1,70,11,12,Retired,9548.34,100001.99
5707,Married,Female,1,52,18,,Retired,17645.94,51429.91
5708,Married,Male,1,53,12,52,Administrative,29934.72,100004.78
5709,Married,Male,0,29,14,29,Professional,40736.46,3.49
5710,Married,Female,1,55,10,28,Other,28307.07,90313.24
5711,Married,Female,0,50,9,24,Unemployed,3758.73,197.06
5712,Married,Female,0,42,13,29,Other,13753.23,5297.53
5713,Married,Male,1,56,12,33,Unemployed,3784.27,770.2
5714,Married,Female,0,51,14,26,Professional,66638.91,49340.52
5715,Married,Female,0,39,12,36,Other,22738.28,5301.82
5716,Married,Female,1,50,16,28,Other,33340.02,19706.83
5717,Married,Male,1,56,13,26,Administrative,36769.47,92247.22
5718,Married,Female,1,59,16,23,Retired,25330.06,94682.09
5719,Married,Male,1,56,9,28,Trade,47407.6,90311.25
5720,Married,Male,1,52,9,36,Trade,50187.42,64582.06
5721,Married,Male,0,45,13,32,Unemployed,3841.99,370.91
5722,Married,Female,0,55,11,28,Administrative,34683.87,90311.57
5723,Married,Female,0,37,12,28,Trade,37944.69,10590.5
5724,Married,Female,0,39,13,29,Other,28211.77,9550.54
5725,Married,Male,0,47,15,31,Administrative,28959.4,6472.7
5726,Married,Female,1,52,15,32,Professional,60318.32,64583.55
5727,Married,Female,1,53,12,31,Other,33402.15,75394.97
5728,Married,Female,1,52,9,25,Other,51961.88,64583.46
5729,Married,Male,0,49,8,28,Trade,52488.61,32006.74
5730,Married,Female,0,45,13,33,Unemployed,3702.39,31.49
5731,Married,Female,0,47,16,35,Professional,61379.02,14567.74
5732,Married,Female,1,57,8,28,Unemployed,3823.22,946.88
5733,Married,Male,1,65,15,15,Trade,46308.83,100007.73
5734,Married,Female,1,61,12,27,Professional,58081,100001.68
5735,Married,Male,0,40,19,31,Professional,941.55,6471.53
5736,Married,Female,0,41,13,29,Retired,12857.7,2741.12
5737,Married,Male,1,56,10,36,Professional,53532.86,90308.02
5738,Married,Male,0,45,14,30,Professional,57204.12,3.99
5739,Married,Female,0,44,17,30,Retired,21468.46,11004.24
5740,Married,Male,0,45,12,29,Professional,58107.6,4.6
5741,Married,Female,0,51,10,30,Trade,48825.89,32169.82
5742,Married,Female,0,41,13,28,Other,16845.48,5306.58
5743,Married,Male,1,54,18,46,Administrative,25520.03,100004.25
5744,Married,Male,1,51,17,41,Trade,54384.23,49336.64
5745,Married,Female,0,48,17,29,Trade,49745.93,21616.26
5746,Married,Male,0,51,9,32,Administrative,35603.54,49334.29
5747,Married,Female,0,40,17,35,Retired,18339.05,2737.12
5748,Married,Male,1,52,11,51,Other,49419.05,100002.07
5749,Married,Female,1,53,15,25,Retired,47965.85,68705.77
5750,Married,Female,1,56,12,35,Professional,62607.81,92246.1
5751,Married,Female,0,50,13,32,Administrative,31044.85,19709.44
5752,Married,Female,0,,9,27,Other,25992.49,10593.4
5753,Married,Male,0,44,13,32,Retired,26640.76,37096.5
5754,Married,Female,0,49,14,35,Administrative,35991.3,52052.85
5755,Married,Male,1,54,10,56,Other,34251.27,100006.96
5756,Married,Female,0,55,15,31,Professional,71261.34,92243.86
5757,Married,Female,1,58,14,31,Administrative,28252.21,94681.83
5758,Married,Female,1,56,11,31,Professional,52493.69,92245.4
5759,Married,Female,1,53,18,33,Unemployed,3744.65,753.93
5760,Married,Female,0,44,19,21,Unemployed,3839.79,31.43
5761,Married,Female,1,58,11,29,Administrative,29927.83,97442.3
5762,Married,Female,0,42,14,25,Retired,27261.74,2744.58
5763,Married,Female,0,50,18,28,Professional,51941.36,32002.58
5764,Married,Female,1,58,16,30,Professional,56695.59,97447.27
5765,Married,Female,1,57,14,32,Professional,56673.9,100000.33
5766,Married,Female,0,47,15,,Administrative,32422.7,14563.4
5767,Married,Male,0,45,17,33,Unemployed,3652.72,31.42
5768,Married,Male,1,52,16,56,Trade,51805.31,100001.99
5769,Married,Female,0,44,16,30,Administrative,30360.71,4311.89
5770,Married,Male,0,47,12,35,Administrative,24201.76,2.23
5771,Married,Female,1,51,14,27,Administrative,34850.05,49334.35
5772,Married,Female,1,51,12,28,Professional,70573.45,51428.52
5773,Married,Female,0,50,11,23,Other,43034.69,52053.44
5774,Married,Female,0,45,15,29,Administrative,26390.46,11005.86
5775,Married,Female,0,33,11,30,Professional,27591.79,5.09
5776,Married,Female,0,44,15,36,Administrative,23653.93,11004.28
5777,Married,Male,0,33,13,27,Administrative,23966.38,5.4
5778,Married,Female,0,54,16,32,Professional,46332.39,75393.36
5779,Married,Female,0,50,15,29,Other,36946.25,19707.42
5780,Married,Female,1,55,14,33,Trade,48935.2,77020.69
5781,Married,Female,1,50,16,31,Professional,69499.42,32004.16
5782,Married,Female,1,54,10,34,Unemployed,3621.27,753.93
5783,Married,Female,1,37,13,26,Professional,28004.82,10591.04
5784,Married,Male,1,57,15,31,Trade,46727.41,94686.05
5785,Married,Female,1,52,13,30,Professional,62991.24,32168.23
5786,Married,Male,1,54,9,33,Unemployed,3578.14,753.92
5787,Married,Female,0,34,14,36,Trade,29636.02,-0.83
5788,Married,Female,1,52,11,36,Professional,60105.09,64586.4
5789,Married,Female,1,57,15,25,Other,27174.53,97449.19
5790,Married,Male,1,58,15,34,Retired,13081.13,97448.44
5791,Married,Male,0,44,13,35,Professional,34178.7,1.55
5792,Married,Female,0,44,13,29,Administrative,17947.17,7085.14
5793,Married,Female,1,45,16,34,Trade,48543.87,7898.91
5794,Married,Male,0,38,15,30,Administrative,20038.62,4.61
5795,Married,Female,1,55,17,30,Administrative,24981.18,90308.11
5796,Married,Female,1,54,11,35,Retired,22245.24,77217.2
5797,Married,Male,0,51,14,25,Trade,48173.1,49334.49
5798,Married,Female,1,52,9,28,Administrative,31140.42,51431.07
5799,Married,Male,0,49,13,24,Other,41357.32,32004.69
5800,Married,Female,0,53,13,23,Trade,47708.27,68698.51
5801,Married,Female,0,46,11,35,Administrative,32380.12,4310.84
5802,Married,Female,0,40,12,33,Retired,19495.4,3145.27
5803,Married,Female,0,43,16,28,Other,31193.26,4307.25
5804,Married,Male,0,44,11,26,Unemployed,3535.83,
5805,Married,Female,0,50,11,36,Administrative,34103.06,52054.07
5806,Married,Male,0,53,10,32,Unemployed,3766.97,753.94
5807,Married,Male,1,58,16,32,Administrative,25812.14,100002.22
5808,Married,Male,0,40,11,29,Professional,40373.26,0.47
5809,Married,Male,0,47,10,31,Administrative,30066.79,6470.27
5810,Married,Female,1,56,8,30,Unemployed,3713.86,903.07
5811,Married,Female,0,47,16,31,Other,32709.09,14567.95
5812,Married,Female,0,39,17,26,Administrative,33970.47,9549.52
5813,Married,Male,1,55,8,39,Retired,36907.16,92242.97
5814,Married,Male,1,56,16,,Other,32127.76,92244.32
5815,Married,Female,1,52,12,21,Administrative,28827.37,32168.28
